"ISSN","Título","Área de Avaliação","Estrato"
"2473-3458","AIS TRANSACTIONS ON REPLICATION RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1449-8618","AJIS. AUSTRALASIAN JOURNAL OF INFORMATION SYSTEMS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1982-1093","AKRÓPOLIS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1413-2591","ALCANCE (UNIVALI) (CESSOU EM 2007)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"2175-7402","ALCEU (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1413-0394","ALETHEIA (ULBRA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2158-5571","ALGORITHMIC FINANCE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"1999-4893","ALGORITHMS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"2359-6651","ALMANAQUE MULTIDISCIPLINAR DE PESQUISA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1982-5617","ALMANAQUE ON-LINE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2036-5195","ALMATOURISM - JOURNAL OF TOURISM, CULTURE AND TERRITORIAL DEVELOPMENT","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"1405-339X","ALTERNATIVAS EN PSICOLOGÍA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2318-4817","ALTUS CIÊNCIAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0084-5841","AMA. AGRICULTURAL MECHANIZATION IN ASIA, AFRICA AND LATIN AMERICA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2525-8281","AMADEUS INTERNATIONAL MULTIDISCIPLINARY JOURNAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"2595-8909","AMAZON BUSINESS RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2322-6307","AMAZONIA INVESTIGA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2177-8760","AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES / REVISTA DE CIÊNCIAS AGRÁRIAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2176-0675","AMAZÔNICA: REVISTA DE ANTROPOLOGIA (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1808-0251","AMBIÊNCIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2175-9405","AMBIÊNCIA (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2238-5533","AMBIENTE & EDUCAÇÃO: REVISTA DE EDUCAÇÃO AMBIENTAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1809-4422","AMBIENTE & SOCIEDADE (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1415-8876","AMBIENTE CONSTRUÍDO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1678-8621","AMBIENTE CONSTRUÍDO (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1414-753X","AMBIENTE E SOCIEDADE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1824-114X","AMBIENTE SOCIETÀ TERRITORIO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1988-5733","ÁMBITOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1139-1979","AMBITOS - REVISTA INTERNACIONAL DE COMUNICACIÓN","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"2318-3888","AMBIVALÊNCIAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2167-9495","AMERICAN JOURNAL OF CLIMATE CHANGE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2320-0847","AMERICAN JOURNAL OF ENGINEERING RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"2231-0606","AMERICAN JOURNAL OF EXPERIMENTAL AGRICULTURE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0890-1171","AMERICAN JOURNAL OF HEALTH PROMOTION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1520-6300","AMERICAN JOURNAL OF HUMAN BIOLOGY (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2161-6620","AMERICAN JOURNAL OF MOLECULAR BIOLOGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2158-2750","AMERICAN JOURNAL OF PLANT SCIENCES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"1099-209X","AMERICAN JOURNAL OF POTATO RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"1548-7776","AMERICAN JOURNAL OF PSYCHIATRIC REHABILITATION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"0275-0740","AMERICAN REVIEW OF PUBLIC ADMINISTRATION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2313-4402","AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING, TECHNOLOGY, AND SCIENCES (ASRJETS)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"1869-814X","AMS REVIEW","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1869-8182","AMS REVIEW","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1692-2522","ANAGRAMAS RUMBOS Y SENTIDOS DE LA COMUNICACION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"2238-2925","ANAIS BRASILEIROS DE ESTUDOS TURÍSTICOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"0001-3765","ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1678-2690","ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2594-3618","ANAIS DA ACADEMIA CEARENSE DE CIÊNCIAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"0104-4885","ANAIS DA ACADEMIA NACIONAL DE MEDICINA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"1980-0258","ANAIS DA ACADEMIA PERNAMBUCANA DE CIÊNCIA AGRONÔMICA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0303-7762","ANAIS DO INSTITUTO DE HIGIENE E MEDICINA TROPICAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2447-0600","ANAIS DOS ENCONTROS DE TURISMO DE BASE COMUNITÁRIA E ECONOMIA SOLIDÁRIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"0211-9803","ANALES DE GEOGRAFÍA DE LA UNIVERSIDAD COMPLUTENSE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"0102-9924","ANÁLISE ECONÔMICA (UFRGS)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"2316-5197","ANALYTICA: REVISTA DE PSICANÁLISE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2156-6909","ANATOLIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1751-7311","ANIMAL (CAMBRIDGE. PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0377-8401","ANIMAL FEED SCIENCE AND TECHNOLOGY (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1836-0939","ANIMAL PRODUCTION SCIENCE (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1806-9614","ANIMAL REPRODUCTION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1984-3143","ANIMAL REPRODUCTION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2076-2615","ANIMALS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2175-4977","ANIMUS: REVISTA INTERAMERICANA DE COMUNICAÇÃO MIDIÁTICA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1370-4788","ANNALES DE L'ÉCONOMIE PUBLIQUE, SOCIALE ET COOPÉRATIVE (ED. MULTILINGUE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0196-0644","ANNALS OF EMERGENCY MEDICINE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1614-2446","ANNALS OF FINANCE (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"0003-4819","ANNALS OF INTERNAL MEDICINE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2159-6816","ANNALS OF LEISURE RESEARCH (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0254-5330","ANNALS OF OPERATION RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1572-9338","ANNALS OF OPERATIONS RESEARCH (DORDRECHT. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0003-4916","ANNALS OF PHYSICS (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1467-8292","ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"0160-7383","ANNALS OF TOURISM RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1983-201X","ANOS 90 (ONLINE) (PORTO ALEGRE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1871-5206","ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1098-6596","ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0066-4804","ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2076-3921","ANTIOXIDANTS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2179-7331","ANTROPOLÍTICA: REVISTA CONTEMPORÂNEA DE ANTROPOLOGIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1983-7364","ANUÁRIO BRASILEIRO DE SEGURANÇA PÚBLICA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1982-3908","ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"0101-9759","ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (UFRJ. IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2339-4889","ANUARIO EN ESTUDIOS POLÍTICOS LATINO-AMERINOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2525-3328","ANUÁRIO LUKÁCS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"2525-4669","ANUÁRIO PESQUISA E EXTENSÃO UNOESC JOAÇABA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2522-7971","APN SCIENCE BULLETIN","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"0169-1317","APPLIED CLAY SCIENCE (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2210-8327","APPLIED COMPUTING AND INFORMATICS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1466-4291","APPLIED ECONOMIC LETTERS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1350-4851","APPLIED ECONOMICS LETTERS (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1466-4283","APPLIED ECONOMICS (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0003-6846","APPLIED ECONOMICS (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0306-2619","APPLIED ENERGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2374-2429","APPLIED FINANCE AND ACCOUNTING","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1350-486X","APPLIED MATHEMATICAL FINANCE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"0307-904X","APPLIED MATHEMATICAL MODELLING","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1314-7552","APPLIED MATHEMATICAL SCIENCES (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"1312-885X","APPLIED MATHEMATICAL SCIENCES (RUSE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C"
"0096-3003","APPLIED MATHEMATICS AND COMPUTATION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0175-7598","APPLIED MICROBIOLOGY AND BIOTECHNOLOGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1875-8533","APPLIED ONTOLOGY (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0969-8043","APPLIED RADIATION AND ISOTOPES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2076-3417","APPLIED SCIENCES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1568-4946","APPLIED SOFT COMPUTING (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1524-1904","APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"2448-3524","APPLIED TOURISM","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2190-5495","APPLIED WATER SCIENCE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"2596-3317","APS EM REVISTA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0213-3334","APUNTES DE PSICOLOGÍA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"0252-1865","APUNTES, REVISTA DE CIENCIAS SOCIALES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"0044-8486","AQUACULTURE (AMSTERDAM)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0967-6120","AQUACULTURE INTERNATIONAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2352-5134","AQUACULTURE REPORTS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1355-557X","AQUACULTURE RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0166-445X","AQUATIC TOXICOLOGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1657-5997","AQUICHAN","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"1878-5352","ARABIAN JOURNAL OF CHEMISTRY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0365-6233","ARCHIV DER PHARMAZIE (WEINHEIM)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"2054-7404","ARCHIVES OF BUSINESS RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"0003-9888","ARCHIVES OF DISEASE IN CHILDHOOD","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2359-4292","ARCHIVES OF ENDOCRINOLOGY AND METABOLISM","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1933-8244","ARCHIVES OF ENVIRONMENTAL & OCCUPATIONAL HEALTH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2578-6539","ARCHIVES OF FAMILY MEDICINE AND GENERAL PRACTICE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1520-6327","ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"2049-3258","ARCHIVES OF PUBLIC HEALTH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1068-2341","ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION POLICY ANALYSIS ARCHIVES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1994-6961","ARCHNET-IJAR: INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1578-0007","AR@CNE (BARCELONA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2379-2957","AREA DEVELOPMENT AND POLICY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"1984-7505","ARETÉ (MANAUS)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2317-3882","ARGUMENTA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A4"
"2448-2803","ARGUMENTOS PRÓ-EDUCAÇÃO - REVISTA DE EDUCAÇÃO DA UNIVÁS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2527-2551","ARGUMENTOS- REVISTA DO DEPARTAMENTO DE CIÊNCIAS SOCIAIS DA UNIMONTES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2359-6880","ARGUMENTUM (UNIMAR)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2176-9575","ARGUMENTUM (VITÓRIA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0095-327X","ARMED FORCES AND SOCIETY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1809-6298","ARQUITEXTOS (SÃO PAULO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A3"
"0102-0935","ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1678-4162","ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1809-5267","ARQUIVOS BRASILEIROS DE PSICOLOGIA (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1806-4280","ARQUIVOS CATARINENSES DE MEDICINA (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2318-3691","ARQUIVOS DE CIÊNCIAS DA SAÚDE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1982-114X","ARQUIVOS DE CIÊNCIAS DA SAÚDE DA UNIPAR","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"0374-5686","ARQUIVOS DE CIÊNCIAS DO MAR","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2318-5422","ARQUIVOS DO CMD","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0020-3653","ARQUIVOS DO INSTITUTO BIOLÓGICO (IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1808-1657","ARQUIVOS DO INSTITUTO BIOLÓGICO (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1980-959X","ARQUIVOS DO MUDI","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2175-0106","ARS VETERINÁRIA (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
